23n6-56s5;Banco Agrario expedido por secretaria de planeación;Hacienda y Crédito Público;Consolidado Sector Financiero 2017 Banco Agrario;2;10;0;10;10;10;8;8;10;10
23nq-t3bk;Alcaldía de Neiva;Transporte;Entrada y Salida de Vehiculos de Patios;9;10;10;10;10;10;7;7;10;10
23pq-sb8t;CENS;Minas y Energía;Oficinas de Atención Clientes CENS;10;10;10;10;10;10;8;8;10;10
23t8-vjv3;Secretaria de Planeación y Proyectos;Economía y Finanzas;PROYECTOS RADICADOS ENERO 2019 MUNICIPIO DE LOS PATIOS;10;10;10;10;10;10;8;8;10;10
243b-dak7;Superintendencia de Industria y Comercio;Comercio, Industria y Turismo;Base de Datos CUN - Datos Abiertos;10;10;0;10;10;10;8;8;10;10
245f-4ndc;Alcaldía Municipal de Sutamarchán;Inclusión Social y Reconciliación;PERSONAS EN CONDICIÓN DE DISCAPACIDAD SUTAMARCHÁN;9;10;0;10;10;10;7;7;10;10
2468-n4ws;Agencia Nacional de Contratación Pública - Colombia Compra Eficiente;Gastos Gubernamentales;SECOP I - Consolodidado (Tolima - Ataco  2016 - 2017);9;10;0;10;10;10;7;7;10;10
246i-gw7e;Ministerio de Tecnologías de la Información y las Comunicaciones;Inclusión Social y Reconciliación;Oferta Institucional Soy Victima;10;10;0;10;10;10;7;7;10;10
246v-ykff;;Estadísticas Nacionales;Índice de atención al usuario Personería Municipal de Tocancipá – 2017;10;10;10;10;10;7;7;7;10;10
24cf-6f99;Secretaría de Educación;Educación;SEDES EDUCATIVAS BENEFICIADAS CON PROYECTO DE CONECTIVIDAD 2019;10;10;0;10;10;10;8;8;10;10
24dk-tgx9;Lotería de Cundinamarca * Oficina Planeación;Estadísticas Nacionales;Valor Transferencia Lotería Cundinamarca;10;10;0;10;10;9;8;8;10;10
24e9-ieyn;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9°_Matematicas_Grado9_2012_Sede;9;10;0;10;10;10;7;7;10;10
24gc-pfma;Alcaldía Municipal de Boyacá en Boyacá;Vivienda, Ciudad y Territorio;Listado Predios Municipio de Boyaca;9;10;0;10;10;10;7;7;10;10
24h3-ubdr;EMPRESAS PUBLICAS DE CAÑASGORDAS;Función pública;CONTRATACION EMPRESAS PUBLICAS DE CAÑASGORDAS DE 2016;10;10;0;10;10;10;8;8;0;0
24rk-ezhp;Alcaldía Municipal de Sampués;Participación ciudadana;Directorio de Presidentes de Juntas De Acción Comunal Del Municipio de Sampués;9;10;0;10;10;10;7;7;10;10
24ss-q5gc;secretaria de agricultura del valle del cauca;Agricultura y Desarrollo Rural;Producción de Frutales en el departamento del valle del cauca del año 2000 al 2018;9;10;10;10;10;10;7;7;10;10
24t6-y4vh;Secretaria departamental de salud;Salud y Protección Social;QUINDÍO. Nacimientos, Mortalidad General, fetal,  Perinatal, Neonatal y menores de 5 años por municipio. 2012 - 2017;10;10;10;10;10;10;8;8;10;10
24tf-wu8y;Alcaldía de Motavita;Economía y Finanzas;Ejecucion Presupuestal 2015-2;10;10;0;10;10;10;9;9;10;10
24u4-hgjr;ALCALDIA MUNICIPAL DE ALGARROBO;;Poblacion Por Barrios Municipio De Algarrobo;10;10;0;10;10;9;7;7;10;10
24v3-swtz;Instituto Nacional de cancerología ESE;Estadísticas Nacionales;Tablas De Resultados Para Cáncer Pediátrico Por Sexo Mortalidad Observada Según Departamentos, Niños y Niñas 0-14 Años, Colombia, 2007-2011;9;10;0;10;10;10;9;9;10;10
24vm-ey83;Alcaldia de Pereira;Comercio, Industria y Turismo;DIRECTORIO EMPRESARIAL TURÍSTICO PEREIRA-ARTE PUBLICO;10;10;10;10;10;10;7;7;10;10
24vn-usbv;Secretaria de Educación;Educación;Directorio de Instituciones Educativas del Municipio de Garzón Huila;2;10;0;10;10;10;8;8;10;10
24wk-iy5q;Dirección Territorial de Salud de Caldas;Salud y Protección Social;Tumor Maligno Traquea, Bronquios Y Pulmón;3;10;0;10;10;9;7;7;10;10
254d-t82i;Alcaldía Municipal de Tauramena;Comercio, Industria y Turismo;Festivales Municipio de Tauramena;10;10;0;10;10;10;8;8;10;10
255j-rht3;Instituto Caro y Cuervo - Grupo de Investigación en Lingüística;Ciencia, Tecnología e Innovación;Regionalismos del PERÚ con ejemplos de TWITTER;10;10;0;10;10;10;7;7;10;10
2586-f7fz;Alcaldía Minicipio de Chiquinquirá;Función pública;Listado De Funcionarios De Planta;10;10;0;10;10;10;7;7;10;10
258k-u69c;Alcaldía Municipal de Berbeo en Boyacá;Cultura;Información general de los recursos naturales de m;10;10;0;10;10;10;7;7;10;10
25cu-r68d;Alcaldía de Los Patios;Ambiente y Desarrollo Sostenible;Areas estrategicas de Los Patios;10;10;0;10;10;10;7;7;10;10
25ep-4f9r;Secretaria de Hacienda Gobernación del Valle del Cauca;Hacienda y Crédito Público;Información Contable Publica Del Departamento Del Valle Del Cauca Del 01-07-2017 A 30-09-2017;10;10;10;10;10;10;10;10;10;10
25g3-uxau;Alcaldia Municipal Candelaria Valle;Educación;Resultados Prueba Saber Grado 11 Año 2019;10;10;0;10;10;10;7;7;10;10
25nw-b8kq;Región Administrativa y de Planeación Especial RAP-E Región Central;Agricultura y Desarrollo Rural;ANALISIS DE LAS EMISIONES DE GASES DE EFECTO INVERNADERO (GEI) PRODUCTO DE LA ACTIVIDAD AGROPECUARIA EN LA REGION CENTRAL;9;10;10;10;10;10;10;10;10;10
25ph-hrzb;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9°_FactoresAsociados_Clima_Grado9_2015;7;10;0;10;10;10;7;7;10;10
25rw-gdrm;Alcaldia municipal de Santiago de Cali;Transporte;Cantidad de solicitudes de mantenimiento vial realizadas a la secretaria de Infraestructura de Cali discriminadas por comuna año 2018;10;10;0;10;10;10;7;7;10;10
25xr-7igx;Urna de Cristal;Participación ciudadana;Comentarios - Campaña #UrnaTeEscucha;7;10;0;10;10;10;7;7;0;0
25yh-zbji;;;INDICE DE INFORMACIÓN CLASIFICADA Y RESERVADA;9;10;10;10;10;7;9;9;10;10
25zj-hgrn;Ministerio de Tecnologías de La Información y Las Comunicaciones;Ciencia, Tecnología e Innovación;Zonas Wi-Fi gratis para la gente - Bogotá;10;10;0;10;10;10;8;8;0;0
2649-7p9c;Ministerio del Interior;;Histórico diligenciamiento y reporte alcaldías RUSICST 2012 a 2018-1;9;10;0;10;10;9;10;10;10;10
267b-e9dh;Electrificadora de Santander S.A E.S.P;Minas y Energía;Registro de Activos de Información;10;10;10;10;10;10;7;7;10;10
269x-jcmw;Concejo Municipal de Acacías;Función pública;Concejales del municipio de Acacías;10;10;10;10;10;10;9;9;10;10
26ek-5qdf;Alcaldía Municipal de La Uvita en Boyacá;Educación;BASE DE DATOS INSTITUCIONES EDUCATIVAs-2;10;10;0;10;10;10;7;7;10;10
26hy-hkdf;;Educación;Estudiantes Aspirantes 2017-2 - UPTC;9;10;0;10;10;9;7;7;10;10
26k3-y8fw;Alcaldía Municipal de Pasto;Participación ciudadana;Presidentes de asociaciones de juntas de acción comunal rural Municipio de Pasto a marzo del 2019;10;10;0;10;10;10;7;7;10;10
26mg-wabb;Agencia de Desarrollo Rural;Agricultura y Desarrollo Rural;Cadena Productiva Ganadería - Asistencia Técnica;10;10;0;10;10;10;7;7;10;10
26uy-djqm;Alcaldía de Cabuyaro;Agricultura y Desarrollo Rural;LISTA DE ASOCIACIONES;10;10;10;10;10;10;8;8;10;10
26xf-sdd3;Alcaldía de Medellín;Salud y Protección Social;Población del Regimen contributivo del Municipio de Medellín con corte a diciembre de 2016;10;10;0;10;10;10;7;7;0;0
26xy-v7p6;INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA;Salud y Protección Social;EST. CERTIFICADOS EN CAPACIDAD DE ALMACENAMIENTO Y ACONDICIONAMIENTO DE REACTIVOS DE DIAGNÓSTICO IN-VITRO;9;10;0;10;10;10;7;7;10;10
275y-a42z;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9° Información Complementaria 2013 Establecimiento;10;10;0;10;10;10;7;7;10;10
275z-5wku;Alcaldía de Tunja;Educación;Matriculas De Población Vulnerable 2010-2018;9;10;0;10;10;10;10;10;10;10
276j-m5rd;DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DE ESPACIO PÚBLICO;Agricultura y Desarrollo Rural;ESPACIO PÚBLICO VERDE POR HABITANTE POR UPZ;10;10;0;10;10;10;10;10;10;10
277h-9zvd;CDMB  - CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA;Ambiente y Desarrollo Sostenible;HECTAREAS ESTABLECIDAS CON SISTEMAS AGROFORESTALES;4;10;0;10;10;10;7;7;10;10
279h-uf33;Contraloría Departamental del Valle del Cauca;Función pública;ESTADOS FINANCIEROS A SEPTIEMBRE 2017;5;10;0;10;10;10;8;8;10;10
27ch-bs6u;Ministerio de Agricultura y Desarrollo Rural;Agricultura y Desarrollo Rural;Cadena Productiva Mango - Exportaciones;10;10;0;10;10;10;7;7;10;10
27fu-vtvd;Unidad Nacional para la Gestión del Riesgo de Desastres;Ambiente y Desarrollo Sostenible;Emergencia Naturales Colombia 2016;9;10;0;10;10;10;7;7;10;10
27jd-6vxa;Alcaldía Municipal de Sogamoso en Boyacá;Educación;Institutos Formación para el Trabajo y Desarrollo;5;10;0;10;10;10;7;7;10;10
27my-tg3a;Alcaldía Municipal de Luruaco;Ordenamiento Territorial;Territorios del Municipio de Luruaco;9;10;0;10;10;10;9;9;10;10
27ni-qp2f;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9° Competencias Ciudadanas Grado9 2012 Entidad Territorial;10;10;0;10;10;10;7;7;10;10
27q4-j87v;SUBDIRECCIÓN DE FINANZAS PÚBLICAS;Hacienda y Crédito Público;Ejecución Presupuestal de Ingresos 2016;4;10;0;10;10;10;7;7;10;10
27ye-8ug3;;Vivienda, Ciudad y Territorio;TARIFAS;2;10;0;10;10;9;10;10;10;10
27yh-hyn7;Urna de Cristal;Participación ciudadana;Publicaciones e interacciones en redes sociales de la campaña #FenómenoDeLaNiña;9;10;0;10;10;10;7;7;10;10
285k-ijjm;Secretaria de Educación;Educación;Beneficiarios Kits- Útiles escolares Instituciones Educativas Del Municipio de Los Patios;7;10;0;10;10;10;10;10;10;10
2864-v7wg;Grupo Información de Criminalidad (GICRI) - DIJIN. Sujeto a variación;Seguridad y Defensa;Delito Hurto a personas Municipio de Villa del Rosario 2010;10;10;0;10;10;10;7;7;10;10
28eh-4cc3;Área Metropolitana de Bucaramanga;Transporte;VEHÍCULOS DE SERVICIO PÚBLICO DE TRANSPORTE METROPOLITANO ACTIVOS CON TARJETA DE OPERACIÓN VIGENTE A 2017 DIC 28;9;10;0;10;10;10;7;7;10;10
28k7-u7uu;Alcaldía Municipal de Ciénaga en Magdalena;Salud y Protección Social;Información Instituciones prestadoras de Salud del municipio de Ciénaga;10;10;0;10;10;10;8;8;10;10
28w5-6hfk;www.contraloria-cauca.gov.co;Función pública;PRIMER SEGUIMIENTO A DENUNCIAS 2017;10;10;0;10;10;10;9;9;10;10
28wm-eiqj;SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN;Inclusión Social y Reconciliación;TOTAL POBLACIÓN NIÑAS NIÑOS ADOLESCENTES Y JÓVENES VICTIMAS DEL CONFLICTO EN EL VALLE DEL CAUCA AÑO 2016;10;10;0;10;10;10;7;7;10;10
2938-dsak;ALCALDIA MUNICIPAL DE MOSQUERA - CUNDINAMARCA;Comercio, Industria y Turismo;DIRECTORIO DE HOTELES Y RESTAURANTES EN MOSQUERA CUNDINAMARCA;10;10;0;10;10;10;8;8;0;0
293g-kbwp;Gobernación de Casanare;Inclusión Social y Reconciliación;Asociaciones Afrocolombianas en el departamento de Casanare;10;10;10;10;10;10;8;8;10;10
295p-gta8;INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA;Salud y Protección Social;ESTABLECIMIENTOS NACIONALES DE MEDICAMENTOS CERTIFICADOS CON BUENAS PRÁCTICAS DE LABORATORIO;9;10;0;10;10;10;7;7;10;10
297b-g54g;Ministerio de Agricultura y Desarrollo Rural;Agricultura y Desarrollo Rural;Esquema de Publicación de Información Minagricultura;9;10;10;10;10;10;9;9;10;10
29nu-8d2m;Gobernación de Cesar;Ordenamiento Territorial;DIRECTORIO DE ALCALDES DEL DEPARTAMENTO DEL CESAR;10;10;10;10;10;10;7;7;10;10
29sh-q639;ESE HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE;Salud y Protección Social;USUARIOS ATENDIDOS POR SEMESTRE AMBITO HOSPITALIZACION Y URGENCIAS DESCRIMINADOS POR SEXO Y EDAD;10;10;10;10;10;10;10;10;10;10
29wb-m5bc;;;Índice de Información Clasificada y Reservada;10;10;0;10;10;7;9;9;10;10
29wg-vza3;Alcaldía Municipal de Santiago de Cali;Salud y Protección Social;Establecimientos de concentración masiva de público que cumplen normatividad sanitaria vigente aplicada a piscinas en la ciudad de Cali. Periodo 2010 - 2017;10;10;0;10;10;10;8;8;10;10
2a2k-94as;;Trabajo;CONTRATISTAS ALCALDÍA MUNICIPAL DE NARIÑO - NARIÑO. JULIO - DICIEMBRE 2018;10;10;0;10;10;9;7;7;10;10
2a2n-uphe;Secretario de Desarrollo Económico y Medio Ambiente;Agricultura y Desarrollo Rural;Estado de Producción de Leche en Sucre;10;10;10;10;10;10;9;9;10;10
2a58-5853;Oficina de contratación del INDERSUCRE;Trabajo;Convenios y contratos por prestación de servicios INDERSUCRE primer semestre 2019;10;10;10;10;10;10;8;8;10;10
2a6u-j5q7;Alcaldía de El ROsal;Economía y Finanzas;Bancos teléfonos horarios municipio de El Rosal Cundinamarca;10;10;0;10;10;10;9;9;10;10
2a96-tecx;Universidad del Quindio;Educación;Formación académica administrativos 2019-1;10;10;10;10;10;10;7;7;10;10
2ak7-kadk;Secretaria de Salud;Salud y Protección Social;Instituciones De Salud;10;10;0;10;10;10;9;9;0;0
2aki-hdnc;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9°_ValoresPlausibles_Grado3_2014;7;10;0;10;10;10;7;7;10;10
2atm-as3u;;Vivienda, Ciudad y Territorio;SUSPENSIONES MARZO 2019;10;10;0;10;10;9;8;8;10;10
2avb-werv;INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA;Salud y Protección Social;ESTABLECIMIENTOS INTERNACIONALES DE MEDICAMENTOS CERTIFICADOS CON BUENAS PRÁCTICAS DE LABORATORIO;7;10;0;10;10;10;7;7;10;10
2b6z-4pgy;Ministerio de Tecnologías de la Información y las Comunicaciones;Ciencia, Tecnología e Innovación;Participación proveedores por suscripción;10;10;0;10;10;10;7;7;10;10
2bbq-3f25;Alcaldía Municipal de Pauna en Boyacá;Educación;Instituciones Educativas del Municipio de Pauna;10;10;0;10;10;10;7;7;10;10
2bg2-niqi;;;ELEMENTOS CASA DE LA CULTURA DE SABOYÁ;6;10;0;10;10;7;8;8;10;10
2biz-y87b;Alcaldía Municipal de Santiago de Cali;Ordenamiento Territorial;Área a construir por usos 1987-2014 en Cali;10;10;0;10;10;10;10;10;10;10
2bmk-95n4;Alcaldía Municipal de Saldaña Tolima;Función pública;Cantidad de Niños de 0-14 años en Veredas de Saldaña Tolima;10;10;0;10;10;10;8;8;10;10
2brw-s8qh;ALCALDIA DE CHIA;Participación ciudadana;RENDICIÓN DE CUENTAS 2018 ESTADÍSTICA GENERAL;10;10;10;10;10;10;9;9;10;10
2btt-9z2g;Instituto Departamental de Salud de Norte de Santander;Salud y Protección Social;ESTABLECIMIENTOS AUTORIZADOS PARA EL ALMACENAMIENTO Y DISTRIBUCIÓN DE MEDICAMENTOS;10;10;10;10;10;10;7;7;10;10
2bub-8tv2;www.contraloria-cauca.gov.co;Función pública;SEGUNDO SEGUIMIENTO A DENUNCIAS  2017;10;10;0;10;10;10;9;9;10;10
2bvs-r6d8;Alcaldía de Cáceres;Transporte;Mandamientos Pago Multas Transito 2010.xls;10;10;0;10;10;10;8;8;10;10
2c37-9ixi;secretaria tic;Ciencia, Tecnología e Innovación;DATOS ABIERTOS MUNICIPIOS DEL META;10;10;0;10;10;9;7;7;10;10
2c4h-gjns;Alcaldía Calamar Guaviare;Función pública;DIRECTORIO INSTITUCIONAL ALCALDÍA CALAMAR, GUAVIARE;10;10;0;10;10;10;9;9;10;10
2c4y-dj9k;Subgerencia de Atención en Salud - IMSALUD;Salud y Protección Social;MORBILIDAD HOSPITALIZACIÓN AÑO 2018;10;10;10;10;10;10;7;7;10;10
2c5t-gyu8;Superintendencia de la Economía Solidaria;Hacienda y Crédito Público;Estados Financieros de Entidades Solidarias a FEBRERO de 2014;10;10;0;10;10;10;7;7;10;10
2c7m-ugt4;;Transporte;Accidentes Segun Gravedad Cartago 2017;10;10;0;10;10;7;8;8;10;10
2cb6-mtmd;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9°_Lenguaje_Grado9_2009_Sede;10;10;0;10;10;10;7;7;10;10
2cgy-hnss;;;PERSONERIA MUNICIPAL DE ITAGUI - ESTADISTICAS DE PQRDS - ENERO A JUNIO DE 2019;10;10;10;10;10;7;7;7;10;10
2cjv-r5bp;;Hacienda y Crédito Público;EJECUCIÓN PRESUPUESTAL DE GASTOS 2017;9;10;0;10;10;9;9;9;10;10
2cx4-ikik;Policía Nacional;Seguridad y Defensa;Delitos sexuales 2018;10;10;10;10;10;10;8;8;10;10
2cxa-jc9u;Organización;Función pública;ÍNDICE DE INFORMACIÓN CLASIFICADA O RESERVADA DE LA RAP-E REGIÓN CENTRAL;10;10;10;10;10;10;7;7;10;10
2cyn-qssv;comunicaciones@elcerrito-valle.gov.co;;AREAS DE PROTECCION DE LOS ACUEDUCTOS - EL CERRITO VALLE;7;10;0;10;10;7;7;7;10;10
2d25-etav;Universidad del Quindio;Educación;MATRICULADOS TOTALES POR METODOLOGÍA 2018-2;10;10;0;10;10;10;8;8;10;10
2d3i-f9wd;APC Colombia;Función pública;RECURSOS DE COOPERACIÓN INTERNACIONAL NO REEMBOLSABLES;10;10;10;10;10;10;7;7;10;10
2dbk-gwjt;Gobernación de Huila;Salud y Protección Social;Inscripción De Prestadores RESP Servicios;9;10;0;10;10;10;7;7;10;10
2dc3-487f;Alcaldia de Castilla La Nueva;Salud y Protección Social;Servicios de Salud y Hospitalarios en el Municipio de Castilla La Nueva;10;10;0;10;10;10;8;8;10;10
2ddh-hu8w;;Cultura;GRUPO JUVENIL DE DANZA EL CUBARRO DE ORO;10;10;10;10;10;9;7;7;10;10
2dev-ctu8;Superintendencia de la Economía Solidaria;Hacienda y Crédito Público;Estados Financieros de Entidades Solidarias a ENERO de 2012;10;10;0;10;10;10;7;7;10;10
2dfa-smxv;Empresas Públicas de Medellín;Función pública;Índice de información pública reservada y clasificada;9;10;10;10;10;10;9;9;10;10
2dgx-5sg6;Secretaría de Educación;Educación;Instituciones Educativas de Caicedonia;8;10;0;10;10;10;7;7;10;10
2dsh-uhxt;Grupo Información de Criminalidad (GICRI) - DIJIN. Sujeto a variación;Seguridad y Defensa;Delito Hurto a personas Municipio de Villa del Rosario 2015;9;10;0;10;10;10;7;7;10;10
2dze-pnmt;Alcaldía Municipal de Tunja en Boyacá;Salud y Protección Social;CENSO OBJETO SOCIAL DIFERENTE A LA PRESTACIÓN DE SERVICIOS DE SALUD - Alcaldía Mpal de Tunja;9;10;0;10;10;10;7;7;10;10
2e2g-exqc;Secretaria de la Movilidad, Alcaldia de Ibague;Transporte;RECURRENCIA POR INFRACCIONES DE TRANSITO A SEPT-2019;10;10;10;10;10;10;8;8;10;10
2e3p-vu5c;Alcaldía Municipal de Santiago de Cali;Comercio, Industria y Turismo;Agencias de Cooperación de Cali;9;10;0;10;10;10;10;10;0;0
2eef-ptcy;Superintendencia de Servicios Públicos Domiciliarios;Minas y Energía;Información PARR -Formato22;10;10;0;10;10;10;7;7;10;10
2ef9-sj3c;Unidad Administrativa Especial de Servicios Públicos Municipales Uaespm;Ambiente y Desarrollo Sostenible;Puntos Críticos De Arrojo Clandestino Comuna 1 de Santiago de Cali;10;10;0;10;10;10;7;7;10;10
2eg9-gfbp;SUBDIRECCIÓN DE FINANZAS PÚBLICAS;Hacienda y Crédito Público;Ejecución Presupuestal de gastos de inversión 2016 del Municipio de Santiago de Cali;9;10;0;10;10;10;7;7;10;10
2eh9-nbdk;Alcaldía Municipal de Santa Isabel en Tolima;Transporte;Servicio De Transporte;10;10;0;10;10;10;8;8;10;10
2eje-p44p;secretaria de Desarrollo Económico;Educación;Capacitaciones en distintas formaciones 2019 Municipio los Patios.;7;10;10;10;10;10;8;8;10;10
2em3-m7h8;juridica@saravena-arauca.gov.co;Función pública;Saravena Arauca Contratación Pública Por Tipos O Clases De Contrato Del Año 2012 - 2017;10;10;0;10;10;10;7;7;10;10
2epq-fd5y;Gobernación de Atlántico;Economía y Finanzas;Cooperativas de Pequeños Productores de Leche;9;10;0;10;10;10;7;7;10;10
2eqk-6qvw;Policía Nacional;Seguridad y Defensa;Abigeato 2016;9;10;0;10;10;10;8;8;10;10
2erz-dq8p;DANE;Trabajo;QUINDÍO. Número de ocupados según rama de actividad económica.;10;10;10;10;10;10;8;8;10;10
2esr-dma4;Oficina Asesora para la Discapacidad de la Gobernación de Norte de Santander;Inclusión Social y Reconciliación;Población Con Discapacidad Discriminada Por Edades con Corte 31072017 en el Departamento de Norte de Santander;9;10;0;10;10;10;10;10;10;10
2et7-8hts;Alcaldía de Los Patios;Salud y Protección Social;Datos demográficos de población Sisbenizada por sectores;10;10;0;10;10;10;10;10;10;10
2et7-xefk;Alcaldía Municipal de Aguazul en Casanare;Ambiente y Desarrollo Sostenible;Acueductos exsistentes de la Alcaldia del Municipio de Aguazul;9;10;0;10;10;10;7;7;10;10
2eu9-x7q6;Gobernación de Huila;Cultura;Directorio Prestadores Turisticos Municipio Villav;9;10;0;10;10;10;7;7;10;10
2ex9-krv8;Secretaria de Cultura Alcaldía los Patios.;Cultura;Atención a Jóvenes con necesidades especiales 2019;10;10;0;10;10;10;10;10;10;10
2exu-mn2m;Alcaldia Municipal de Chia;Ambiente y Desarrollo Sostenible;Comercializadora De Productos  Reciclables Residuos Sólidos Recuperables 2017;10;10;0;10;10;10;9;9;10;10
2eyt-mya9;Gobernación del Archipiélago de San Andrés, Providencia y Santa Catalina;Ciencia, Tecnología e Innovación;Indice de Información Clasificada y Reservada del Archipiélago;10;10;10;10;10;10;8;8;10;10
2ez2-dh49;Alcaldia Municipal de Vista Hermosa - Meta;Economía y Finanzas;FUT Cierre Fiscal 2016 - Vista Hermosa Meta;10;10;0;10;10;10;9;9;10;10
2f3e-k7r7;Instituto Colombiano para la Evaluación de la Educación - ICFES;Educación;SABER3°5°9°_ACC_Grado9_2012_EntidadTerritorial_Items;10;10;0;10;10;10;7;7;10;10
2f3t-k22f;Alcaldía Municipal de Riofrío en Valle Del Cauca;Educación;Instituciones educativas del Municipio de Riofrío;10;10;0;10;10;10;7;7;10;10
2f5m-k94p;;Educación;NUMERO DE ESTUDIANTES POR INSTITUCIONES EDUCATIVAS DE LA JAGUA DE IBIRICO 2019;10;10;10;10;10;9;7;7;10;10
2f88-v3ru;Alcaldía Municipal de Bolívar Valle;Ciencia, Tecnología e Innovación;PUNTO (PVD) Y KIOSCOS (KVD) FASE 3 VIVE DIGITAL DEL MUNICIPIO DE BOLÍVAR VALLE;10;10;0;10;10;10;8;8;10;10
2f98-iqx2;Aguas y Aguas de Pereira;Función pública;Índice de Agua No Contabilizada IANC 2017;10;10;10;10;10;10;7;7;10;10
2fei-w57p;Alcaldía de Neiva;Salud y Protección Social;Suicidios en Neiva Huila;10;10;0;10;10;10;7;7;10;10
2fhj-2dep;Superintendencia de industria y Comercio;Comercio, Industria y Turismo;Resultados de las inspecciones realizadas los instrumentos de medición ubicados en las estaciones de combustible del territorio nacional entre 2013 y 2016;9;10;0;10;10;10;8;8;10;10
2fhu-w7sm;;Trabajo;CONTRATISTAS ALCALDÍA MUNICIPAL DE NARIÑO - NARIÑO. ENERO - JUNIO 2018;10;10;0;10;10;9;7;7;10;10
